"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1",,
"Metsähallitus","Simunankotamaa autiotupa",7498554,3469763,"67.572889070","26.286006308"
"Metsähallitus","Heikkilä autiotupa",7649063,3476641,"68.922833988","26.413931086"
"Metsähallitus","Matokuru autiotupa",7180315,3498725,"64.720536611","26.969634191"
"Metsähallitus","Lattunavaara palovartijan maja",7515842,3572992,"67.720390313","28.720642490"
"Metsähallitus","Kalliojärvi päivätupa",7408594,3571925,"66.759410997","28.629014412"
"Metsähallitus","Luttotupa",7595066,3523846,"68.438763385","27.577021051"
"Metsähallitus","Raijankiselkä autiotupa",7568163,3433221,"68.190714499","25.385677099"
"Metsähallitus","Kotajärvi autiotupa",7416029,3444580,"66.829425996","25.734317546"
"Metsähallitus","Sioskosken päivätupa",7584424,3375392,"68.316895954","23.973926501"
"Metsähallitus","Lehtikorkia autiotupa",7397159,3563622,"66.658736243","28.434615991"
"Metsähallitus","Suonperä kämppä",7166150,3499450,"64.593484620","26.984914954"
"Metsähallitus","Lattunavaara palovartio tupa II",7515823,3572968,"67.720226014","28.720063246"
"Metsähallitus","Pohjasenlampi (pöytälampi) Autiotupa",7371789,3404758,"66.423147453","24.862776150"
"Metsähallitus","Vuontisjärven autiotupa",7553606,3368893,"68.038083914","23.854659804"
"Metsähallitus","Purolan autiotupa",7368357,3423722,"66.397620429","25.289399284"
"Metsähallitus","Takkaselkä varaustupa",7488037,3615418,"67.457719854","29.693452332"
"Metsähallitus","Villenpirtti Autiotupa",7279029,3492927,"65.605825294","26.842841694"
"Metsähallitus","Moberginoja tupa",7594127,3496941,"68.431321741","26.921276727"
"Metsähallitus","Isoneva luontotorni",6851322,3233557,"61.676322171","21.961571071"
"Metsähallitus","Pyhäjärvi kota",7514346,3388621,"67.694785567","24.366663129"
"Metsähallitus","Välilanssi nuotiopaikka",7144414,3571406,"64.391096321","28.476542323"
"Metsähallitus","Siltalahden tulipaikka",6734997,3327744,"60.687933992","23.843373604"
"Metsähallitus","Savilahden tulipaikka",6733575,3328698,"60.675601141","23.862050212"
"Metsähallitus","Hyypiön tulipaikka",6734217,3327600,"60.680882290","23.841428026"
"Metsähallitus","Majaniemi tulentekopaikka",7000913,3691444,"63.060678862","30.784111350"
"Metsähallitus","Murroojärvi tulentekopaikka",7033248,3673348,"63.359344618","30.461380358"
"Metsähallitus","Hiiltämö nuotiopaikka",7144880,3571389,"64.395278455","28.476414468"
"Metsähallitus","Hiiltämö laituri",7144881,3571377,"64.395289922","28.476166273"
"Metsähallitus","Vikaköngäs laituri",7392257,3464198,"66.619222060","26.187937058"
"Metsähallitus","Tammikämppä tulipaikka",7555716,3542039,"68.083913746","28.004760244"
"Metsähallitus","Karapulju liiteri",7563026,3540834,"68.149615993","27.978627128"
"Metsähallitus","Syväjärvi näköalapaikka",7123602,3607137,"64.195238384","29.201698383"
"Metsähallitus","Suomun-Ville tulipaikka",7594961,3553331,"68.433804117","28.295459585"
"Metsähallitus","Hangasoja tulipaikka",7588948,3557504,"68.379094424","28.393803289"
"Metsähallitus","Petäinen laavu",7134263,3582287,"64.297641383","28.696360345"
"Metsähallitus","IsoValkeinen venevalkama",7268324,3610266,"65.491251837","29.377887981"
"Metsähallitus","Harjajärvi, venesatama",7277047,3568947,"65.580825818","28.490383708"
"Metsähallitus","Korvuanjärvi veneiden vesille laskupaikka",7255795,3575482,"65.388848012","28.620089202"
"Metsähallitus","Kauhaneva luontotorni",6908830,3263316,"62.210243547","22.445631265"
"Metsähallitus","Ylä-Kairi keittokatos",7527079,3556252,"67.824806012","28.330957486"
"Metsähallitus","Murroojärvi laavu",7033249,3673353,"63.359351153","30.461481156"
"Metsähallitus","Perpulanluhta tulentekopaikka",6890971,3577448,"62.116881291","28.480567007"
"Metsähallitus","Katajapuro laavu",7006550,3707056,"63.102547902","31.099171092"
"Metsähallitus","Hietasaari etelä tulentekopaikka",6877683,3590058,"61.994909508","28.715315014"
"Metsähallitus","Hietasaari pohjoinen tulentekopaikka",6877776,3590001,"61.995757127","28.714274718"
"Metsähallitus","Hietasaari läntinen tulentekopaikka",6877559,3589681,"61.993886546","28.708062305"
"Metsähallitus","Seurasaari itäinen tulentekopaikka",6878065,3587332,"61.998972188","28.663508109"
"Metsähallitus","Kaitasaari eteläinen tulentekopaikka",6880389,3581115,"62.021196125","28.545963617"
"Metsähallitus","Louhisaari tulentekopaikka",6886835,3584105,"62.078361770","28.606090445"
"Metsähallitus","Petäikköluoto läntinen tulentekopaikka",6887598,3581419,"62.085792691","28.555066424"
"Metsähallitus","Hirvisaari tulentekopaikka",6896284,3572080,"62.165601369","28.379923404"
"Metsähallitus","Paavalinsaari tulentekopaikka",6897426,3568181,"62.176570187","28.305567307"
"Metsähallitus","Huuhinsaari tulentekopaikka",6900027,3570611,"62.199454633","28.353242529"
"Metsähallitus","Harronsaari tulentekopaikka",6902417,3560411,"62.222667954","28.158160056"
"Metsähallitus","Vuorikiukas tulentekopaikka",6902791,3561143,"62.225904901","28.172359856"
"Metsähallitus","Vasarasaari tulentekopaikka",6930670,3585813,"62.471129084","28.660261431"
"Metsähallitus","Lohilahti tulentekopaikka",6901707,3599975,"62.207871664","28.917996289"
"Metsähallitus","Pitkäsaari etelä tulentekopaikka",6912526,3590802,"62.307225889","28.747424789"
"Metsähallitus","Vaarinkorpi laavu/tulipaikka",6793960,3401747,"61.241885404","25.166860671"
"Metsähallitus","Pitkäsaari pohjoinen tulentekopaikka",6912664,3590691,"62.308490394","28.745357554"
"Metsähallitus","Petäinen tulentekopaikka",7134258,3582287,"64.297596553","28.696357591"
"Metsähallitus","Pirinjärvi venepaikka",7273940,3541999,"65.557567344","27.905552171"
"Metsähallitus","Pöllänsaari tulentekopaikka",6877550,3587126,"61.994400369","28.659327304"
"Metsähallitus","Petäjökoski tulentekopaikka",7276749,3522150,"65.584712577","27.476301891"
"Metsähallitus","Syväjärven kodan laituri",7190173,3598004,"64.794701055","29.058269197"
"Metsähallitus","Siikalahti lintutorni",6830820,3636500,"61.560973039","29.565422455"
"Metsähallitus","Umpi-Valkeinen tulentekopaikka nro 1",7268541,3610914,"65.492976281","29.392047165"
"Metsähallitus","Saunasaari tulentekopaikka",7308686,3413137,"65.860025755","25.093327396"
"Metsähallitus","Mustalahti Laavu",7395897,3382806,"66.631603194","24.348739468"
"Metsähallitus","Liittolammen ruokailukatos",7347542,3565220,"66.213607256","28.444807075"
"Metsähallitus","Holma-Saarijärven laavu",6690407,3361716,"60.301332425","24.495556802"
"Metsähallitus","Koiralahti tulipaikka",6997104,3413388,"63.066633656","25.283320465"
"Metsähallitus","Luotonen laituri Pieni-Saukkonen",7017739,3423457,"63.253967662","25.472697126"
"Metsähallitus","Vasarasaari laavu",6930670,3585817,"62.471128162","28.660338937"
"Metsähallitus","Hoikan-Kylkeinen tulentekopaikka",6998365,3719379,"63.022070167","31.331610546"
"Metsähallitus","Hoikan-Kylkeinen kota",6998373,3719394,"63.022132678","31.331916573"
"Metsähallitus","Käkötaipale keittokatos",6898563,3599765,"62.179732951","28.912180651"
"Metsähallitus","Kasinniemi keittokatos",6831249,3636214,"61.564919698","29.560363997"
"Metsähallitus","Seipiniemi venelaituri",7264971,3616621,"65.458995464","29.512104611"
"Metsähallitus","Seipiniemi veneteljat",7264982,3616624,"65.459092952","29.512178713"
"Metsähallitus","Katanpään linnakkeen laituri",6736708,3181699,"60.613805971","21.179413892"
"Metsähallitus","Leppäsen nuotiopaikka, Ala-Kauvatsajoki, Puurijärvi-Isosuon kp",6800853,3261942,"61.243463732","22.560770573"
"Metsähallitus","Hepoköngäs näköalatasanne",7191635,3541791,"64.819492417","27.876314055"
"Metsähallitus","Hepoköngäs näköalatasanne",7191683,3541817,"64.819919670","27.876875427"
"Metsähallitus","Pääskysalmi tulentekopaikka",6846816,3604029,"61.714529987","28.963956155"
"Metsähallitus","Juuvinsaari tulentekopaikka",6853329,3590468,"61.776379401","28.710901906"
"Metsähallitus","Mustasaari tulentekopaikka",6839818,3612154,"61.649491412","29.113185470"
"Metsähallitus","Syvälahti tulentekopaikka",6838479,3590878,"61.643087940","28.711270376"
"Metsähallitus","Iso-Tuunas pohjoinen tulentekopaikka",6884790,3583108,"62.060239507","28.586065042"
"Metsähallitus","Seurasaari läntinen tulentekopaikka",6878061,3587316,"61.998939990","28.663200940"
"Metsähallitus","Sammakkoniemi katettu nuotiokehä",6889318,3579411,"62.101647173","28.517420116"
"Metsähallitus","Kuustonlahden luontolava, Mietoistenlahti",6733091,3217857,"60.608542120","21.842095687"
"Metsähallitus","Sammakkoniemi tulentekopaikka",6889324,3579398,"62.101703720","28.517173961"
"Metsähallitus","Lapinniemi tulentekopaikka",6908838,3594389,"62.273265694","28.814551205"
"Metsähallitus","Myhkyrä tulentekopaikka",6896556,3571312,"62.168187187","28.365300532"
"Metsähallitus","Taivalsaari tulentekopaikka",6899845,3562520,"62.199251102","28.197782671"
"Metsähallitus","Pakarhiekka tulentekopaikka",6846822,3604581,"61.714433943","28.974390519"
"Metsähallitus","Vihtarinniemi tulentekopaikka",6924730,3597538,"62.414975028","28.884069592"
"Metsähallitus","Luhtakannansaari tulentekopaikka",6929881,3589401,"62.463208922","28.729372402"
"Metsähallitus","Mäntyluoto tulentekopaikka",6888530,3576589,"62.095160779","28.463060792"
"Metsähallitus","Iso-Tuunas eteläinen tulentekopaikka",6884758,3583155,"62.059942174","28.586948480"
"Metsähallitus","Lohilahti itä tulentekopaikka",6901802,3600059,"62.208701270","28.919663571"
"Metsähallitus","Karjalansaari tulentekopaikka",6916947,3591551,"62.346692473","28.764180995"
"Metsähallitus","Huuhankallio laavu",7070865,3388721,"63.721104521","24.744426157"
"Metsähallitus","Patotie inva luontotorni",6831336,3636597,"61.565564440","29.567628035"
"Metsähallitus","Viidentienristeys laavu",6864467,3262206,"61.812728468","22.483652250"
"Metsähallitus","Kurjenpesän telttailualue",6745409,3250194,"60.740182292","22.414865194"
"Metsähallitus","Korteniemen tulipaikka",6731161,3330586,"60.654772277","23.898624411"
"Metsähallitus","Korteniemen saunan tulipaikka",6731127,3330648,"60.654493823","23.899785641"
"Metsähallitus","Porttikoski tulipaikka",7584365,3536694,"68.341465334","27.886382984"
"Metsähallitus","Snellukoski tulipaikka",7590572,3548766,"68.395287696","28.182191163"
"Metsähallitus","Ölökynärjä näköalatasanne",7276483,3606745,"65.565539901","29.308374261"
"Metsähallitus","Isosuon laituri, Kokemäenjoki, Puurijärvi-Isosuon kp",6800514,3261744,"61.240310076","22.557522817"
"Metsähallitus","Isosuon tulentekopaikka, Kokemäenjoki, Puurijärvi-Isosuon kp",6800517,3261776,"61.240356417","22.558113153"
"Metsähallitus","Töykkälän laavu, Kurjenrahkan kp",6742418,3248731,"60.712507679","22.391974987"
"Metsähallitus","Kurjenrahkan kp, Lakjärven korkea laavu",6746713,3245858,"60.749108906","22.333943090"
"Metsähallitus","Vajosuon laavu, Kurjenrahkan kp",6739752,3246836,"60.687463527","22.360823838"
"Metsähallitus","Kurjenpesän keittokatos ja puuvaja",6745389,3250122,"60.739958301","22.413575094"
"Metsähallitus","Kurjenpesän näköalalava (Savojärvi), Kurjenrahkan kp",6745394,3250090,"60.739982993","22.412983957"
"Metsähallitus","Isoherajärvi laituri",7380201,3487780,"66.512962183","26.721456584"
"Metsähallitus","Sulaoja luontopolku laituri",7701902,3465626,"69.395290048","26.120754040"
"Metsähallitus","Sulaoja luontopolku näköalapaikka",7701832,3465590,"69.394657991","26.119863511"
"Metsähallitus","Sulaoja, luontopolun näköalapaikka II",7701831,3465594,"69.394649543","26.119965667"
"Metsähallitus","Luomusjärvi näköalapaikka",7706182,3470051,"69.434186356","26.231999106"
"Metsähallitus","Pasijavri ekopiste",7701749,3464418,"69.393760528","26.090070684"
"Metsähallitus","Njuorggan Skaidejavri nuotiokehikko",7775126,3532723,"70.051836137","27.854594843"
"Metsähallitus","Njuorggan Skaidejavri ekopiste",7775112,3532764,"70.051705503","27.855665908"
"Metsähallitus","Annagurra Koulunlampi ekopiste",7757326,3499857,"69.894331080","26.991818260"
"Metsähallitus","Latosaaren lintutorni, Koskeljärvi",6766218,3234289,"60.915982579","22.095866194"
"Metsähallitus","Latosaaren lintulava, Koskeljärvi",6766487,3234147,"60.918292595","22.092887607"
"Metsähallitus","Latosaaren laavu, Koskeljärvi",6766461,3234138,"60.918054078","22.092758141"
"Metsähallitus","Tunturilampi laavu",7474524,3507153,"67.358915646","27.162425375"
"Metsähallitus","Rykimäkero tulipaikka",7447169,3499465,"67.113715667","26.983702424"
"Metsähallitus","Siikalahti piilokoju",6830939,3636628,"61.561994592","29.567916468"
"Metsähallitus","Kaksvetisen tulipaikka",6736458,3329330,"60.701706833","23.871084854"
"Metsähallitus","Porontahtoma laavu",7442459,3499351,"67.071482005","26.981109514"
"Metsähallitus","Malja-oja liiteri",7438003,3471087,"67.030128494","26.332368935"
"Metsähallitus","Porolaavu",7434326,3510287,"66.998386934","27.231860637"
"Metsähallitus","Tunturiaapa lintutorni",7434732,3509365,"67.002056860","27.210756603"
"Metsähallitus","Lepponen kota",7451996,3499864,"67.156998602","26.992879974"
"Metsähallitus","Sompiojärvi telttailualue",7558407,3518544,"68.110506287","27.441399870"
"Metsähallitus","Isokuru kota",7436068,3509641,"67.014027965","27.217191385"
"Metsähallitus","Tiaislaavu",7435143,3509677,"67.005732568","27.217942846"
"Metsähallitus","Uopajaniemen tulentekopaikka",7362478,3612361,"66.334137181","29.504188430"
"Metsähallitus","Sarvonlahden lintutorni",6777924,3250157,"61.031019062","22.372168968"
"Metsähallitus","Oukkulanlahden lintutorni",6724155,3222334,"60.531779744","21.936056649"
"Metsähallitus","Isoluodon laavu, Koskeljärvi",6768886,3235785,"60.940839699","22.119684630"
"Metsähallitus","Pyhäniemen laavu, Koskeljärvi",6769414,3236427,"60.945989022","22.130762244"
"Metsähallitus","Ukko kota",7449483,3495328,"67.134426543","26.888319833"
"Metsähallitus","Vaalijärven lintutorni",6767214,3232627,"60.923770037","22.063963451"
"Metsähallitus","Uhratun invalaituri, Koskeljärvi",6771083,3237509,"60.961632606","22.148376801"
"Metsähallitus","Räkki-Luoston laavu",7453701,3500140,"67.172286933","26.999248047"
"Metsähallitus","Luostonoja laavu",7454048,3495216,"67.175357562","26.885544447"
"Metsähallitus","Lampivaara laavu",7447859,3497589,"67.119892480","26.940477533"
"Metsähallitus","Luosto näköala tasanne",7449978,3495600,"67.138869306","26.894570808"
"Metsähallitus","Jauhovaara näköalapaikka",7106893,3603886,"64.046451071","29.123376017"
"Metsähallitus","Riuttaskorven näköalapaikka, Haukijärvi",6878371,3321222,"61.969495640","23.587137409"
"Metsähallitus","Koivuluoto veneenkiinnityspaikka",6688165,3522336,"60.304213521","27.400940144"
"Metsähallitus","Hirvashauta liiteri",7536344,3595165,"67.897703476","29.261821066"
"Metsähallitus","Taajoslaavu",7587175,3525617,"68.367868421","27.618253044"
"Metsähallitus","Terävä-Nattanen tulipaikka",7563917,3518097,"68.159933592","27.431586193"
"Metsähallitus","Putkikari tulentekopaikka",7126436,3336197,"64.198213586","23.623769238"
"Metsähallitus","Lentua venelaituri",7124366,3626127,"64.195671941","29.592770867"
"Metsähallitus","Takkaselkä liiteri",7488046,3615434,"67.457794234","29.693834893"
"Metsähallitus","Ulko-Tammio Itälahden kiinnityspaikka",6693071,3525568,"60.348055503","27.460015216"
"Metsähallitus","Ulko-Tammio Saunalahden kiinnityspaikka",6693084,3525673,"60.348165595","27.461918531"
"Metsähallitus","Ulko-Tammio Vivanin kiinnityspaikka",6693439,3525741,"60.351347400","27.463195212"
"Metsähallitus","Julunkivi tulentekopaikka",6834346,3600033,"61.603753512","28.881629241"
"Metsähallitus","Hietasaari läntinen tulentekopaikka",6877562,3589685,"61.993912508","28.708140100"
"Metsähallitus","Kaitasaari pohjoinen tulentekopaikka",6880413,3581112,"62.021412038","28.545917260"
"Metsähallitus","Pikkusaukkosuvannonvaara näköalapaikka",7542472,3599356,"67.951194582","29.367091257"
"Metsähallitus","Voittinköngäs näköalapaikka",7541735,3598934,"67.944736971","29.356360358"
"Metsähallitus","Taajoslaavu liiteri",7587171,3525631,"68.367831302","27.618592211"
"Metsähallitus","Raatejärvi venetela",7046309,3401778,"63.504839986","25.023827853"
"Metsähallitus","Petäikköluoto itäinen tulentekopaikka",6887617,3581449,"62.085956657","28.555649084"
"Metsähallitus","Ulko-Tammio Kauniskallion kiinnityspaikka",6692824,3525828,"60.345822363","27.464692608"
"Metsähallitus","Kilpisaari kiinnityspaikka",6685565,3517631,"60.281107329","27.315615510"
"Metsähallitus","Lanskeri länsirannan kiinnityspaikka",6696863,3527988,"60.381929366","27.504368816"
"Metsähallitus","TKP Rödjanin poiju",6644645,3298054,"59.864758799","23.391413540"
"Metsähallitus","Syväniemi tulentekopaikka pohjoinen",6905040,3594449,"62.239189705","28.813657963"
"Metsähallitus","Syväniemi tulentekopaikka eteläpää",6904989,3594515,"62.238715743","28.814899381"
"Metsähallitus","Rödjanin kalliosilmukka",6644572,3297854,"59.864007089","23.387921981"
"Metsähallitus","Rödjanin kiinnitys-silmukka",6644663,3298112,"59.864948381","23.392429202"
"Metsähallitus","Harronsaari veneen kiinnityspaikka",6902438,3560399,"62.222858266","28.157936619"
"Metsähallitus","Äkäsmyllyn p- paikan portti",7520259,3377036,"67.743089874","24.087036972"
"Metsähallitus","Jatkonkoski, venetela",7057316,3384671,"63.598353767","24.672521309"
"Metsähallitus","Venekari venetela",7127041,3338310,"64.204629989","23.666534212"
"Metsähallitus","Laajakallio venetela",7125344,3338169,"64.189367200","23.665466098"
