"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1"
"Jyväskylä","Säynätsalon laivaranta",6893604,3436420
"Jyväskylän mlk","Jylhän uimapaikka, Hiidenjärvi",6919241,3437021
"Porvoo","Venjärven uimapaikka",6707579,3433113
"Suolahti","Paatelan uimapaikka",6941075,3437664
"Askola","Koukjärven uimapaikka",6718665,3433647
"Askola","Valkjärven uimapaikka",6718676,3433649
"Rovaniemi","Ounasvaaran hiihtokeskus",7380050,3446216
"Asikkala","Urajärven uimapaikka",6782016,3434897
"Jyväskylä","Halssilan uimapaikka",6904341,3437384
"Viitasaari","Jurvansalon uimapaikka",6994453,3439077
"Viitasaari","Niinilahden uimapaikka",6981681,3438997
"Äänekoski","Kovalan ranta",6945465,3438385
"Äänekoski","Ruotinkylän ranta",6946591,3438475
"Tyrnävä","Uimapaikka Polvenkangas ampumarata",7187996,3443147
"Myrskylä","Kiparkatin kilpahiihtokeskus",6725318,3434885
"Myrskylä","Kotojärven uimapaikka",6719918,3434801
"Jyväskylä","Kangaslammen uimapaikka",6907910,3438360
"Sysmä","Hiekon uimapaikka",6825175,3436846
"Sysmä","Nuoramoisten uimapaikka",6810568,3436776
"Porvoo","Sondbyn uimaranta",6684271,3434877
"Pyhäjärvi","Honkavuoren liikunta- ja monipalv.keskus",7060838,3441825
"Rovaniemen mlk","Otvotien uimapaikka",7381077,3447919
"Jyväskylän mlk","Asmalammen uimapaikka",6905815,3439381
"Jyväskylän mlk","Ilmopohjan uimapaikka",6893696,3439240
"Luhanka","Tammijärven uimala ja sauna",6859370,3438665
"Viitasaari","Kurkelan uimapaikka",6999620,3441202
"Laukaa","Majajärven uimapaikka",6915015,3439674
"Viitasaari","Savivuoren laskettelukeskus",6999238,3441344
"Viitasaari","Uimala",6998112,3441459
"Porvoo","Sondbyn uimaranta ii",6684538,3436025
"Jyväskylän mlk","Jyskän hiihtomaa",6903943,3439944
"Viitasaari","Savivuoren kilpahiihtokeskus",6998621,3441660
"Jyväskylän mlk","Jyskän rantauimala",6903892,3439996
"Viitasaari","Miekkarinteen uimapaikka",6996671,3441817
"Jyväskylän mlk","Haapaniemen uimapaikka",6902627,3440186
"Porvoo","Köttbodan uimapaikka",6685373,3436492
"Yli-Ii","Möljän uimapaikka",7253295,3446770
"Jyväskylän mlk","Niitynpään uimapaikka",6904640,3440785
"Suolahti","Hankalan lomakeskuksen uimaranta",6941601,3441475
"Suolahti","Honkalan uimapaikka",6941604,3441476
"Suolahti","Keskustan uimapaikka (Möljä)",6941099,3441497
"Leivonmäki","Säynätjärven uimapaikka",6873508,3457375
"Toivakka","Leirintäalueen uimapaikka",6896531,3457890
"Ylikiiminki","Hiltukylän uimapaikka",7216807,3462240
"Lapinjärvi","Kirkonkylän uimapaikka",6724530,3456273
"Laukaa","Lankamaan uimapaikka",6924235,3459685
"Hankasalmi","Kynsiveden Akkasillan vesillelaskupaikka",6935841,3459953
"Kestilä","Kangasjärven uimapaikka",7140989,3462515
"Joutsa","Pynnölän uimapaikka",6844600,3459276
"Konnevesi","Uimapaikka Välimäki",6956346,3460630
"Loviisa","Urheilupaviljongin hiihtokeskus",6706242,3457874
"Vesanto","Nurmelan uimapaikka",6973745,3461369
"Loviisa","Loviisan uimaranta",6703913,3458239
"Rovaniemen mlk","Ylinamman uimapaikka",7410611,3466682
"Loviisa","Harudd",6704265,3458867
"Kestilä","Ampumahiihtoalue/Maksinharjun ulkoliik.k",7139484,3464155
"Loviisa","Valkon uimaranta",6698751,3459130
"Elimäki","Siestan uimapaikka",6758288,3461061
"Konnevesi","Hiihtokeskus Lapunmäki",6947372,3463200
"Joutsa","Vehmasrinteet",6845734,3462846
"Joutsa","Uimaniemen uimapaikka",6838527,3463420
"Loviisa","Källan uimaranta",6696023,3462436
"Vesanto","Ahvenisen uimapaikka",6978021,3465681
"Joutsa","Mieskonmäen uimapaikka",6862837,3464648
"Konnevesi","Uimaranta kirkonkylä",6946833,3466508
"Keitele","Pappilanniemen uimapaikka",7009151,3467151
"Joutsa","Pärnämäen uimapaikka",6850312,3465993
"Hankasalmi","Niemisjärven uimapaikka",6907332,3466833
"Vesanto","Oinaskylän uimapaikka",6986121,3468001
"Joutsa","Marjotaipaleen koulun uimapaikka",6846192,3467253
"Vesanto","Ampumahiihtoalue",6981759,3468597
"Kiuruvesi","Aittojärven uimapaikka",7063816,3469704
"Keitele","Saunasalmen uimapaikka",7007145,3469258
"Konnevesi","Uimapaikka Sirkkamäki",6936691,3469024
"Elimäki","Haukkavuoren uimapaikka",6734605,3467623
"Elimäki","Haukkavuoren laskettelukeskus",6734686,3467658
"Vesanto","Kirkonkylän uimapaikka",6980760,3470863
"Hankasalmi","Kirkonkylän uimapaikka",6919913,3470391
"Konnevesi","Uimapaikka Neituri",6961924,3470782
"Elimäki","Teuroisten uimapaikka",6742929,3469133
"Kiuruvesi","Osmanki, Kytörannan uimapaikka",7068408,3473066
"Pielavesi","Laukkalan uimapaikka",7030821,3472910
"Jaala","Kirkonkylän uimapaikka",6772736,3471381
"Hankasalmi","Aseman uimapaikka",6911237,3472753
"Vesanto","Niiniveden uimapaikka",6986568,3473744
"Hankasalmi","Säkinmäen uimapaikka",6929083,3474410
"Ranua","Ranuan uimapaikka",7315915,3478059
"Hankasalmi","Armisveden Pynnönniemen vesillelaskupaikka",6926862,3475526
"Kiuruvesi","Koskenjoen uimapaikka",7065522,3477605
"Vesanto","Tiitilänkylän uimapaikka",6973050,3478394
"Kuusankoski","Vuohivuoren laskettelukeskus",6759013,3478082
"Rovaniemen mlk","Vanttausjärven uimapaikka",7373917,3482208
"Sodankylä","Nilimellan uimapaikka",7481110,3483180
"Hankasalmi","Häkärinteet",6916520,3480160
"Sodankylä","Kirkonkylän maastohiihtokeskus",7481434,3483717
"Sodankylä","Sattasen uimapaikka",7491726,3484033
"Kangasniemi","Kirkonkylän ampumahiihtoalue",6875080,3480461
"Kiuruvesi","Rantakylän uimapaikka",7062451,3481995
"Pielavesi","Säviäntaipaleen uimapaikka",7005987,3482004
"Kiuruvesi","Pappilan rantauimala",7060628,3482461
"Kangasniemi","Rantauimala",6875434,3481550
"Valkeala","Torpanlahden uimapaikka",6771743,3482118
"Rovaniemen mlk","Vanttauskosken uimapaikka",7366713,3486058
"Sodankylä","Kommatin uimapaikka",7482889,3487379
"Sodankylä","Kommatin kilpahiihtokeskus",7483295,3487489
"Pielavesi","Sulkavan uimapaikka",7038283,3485587
"Kouvola","Urheilupuiston maauimala",6751676,3484675
"Sodankylä","Laskettelukeskus Kommatti",7482693,3488508
"Kouvola","Mielakan hiihtokeskus",6750345,3485868
"Pielavesi","Kirkonkylän rantauimala",7015327,3487085
"Pyhtää","Huutjärven uimaranta",6708938,3485996
"Kiuruvesi","Honkarannan rantauimala",7057678,3487442
"Valkeala","Jokelan uimapaikka",6756497,3486852
"Sodankylä","Kersilön uimapaikka",7499886,3489826
"Kouvola","Käyrälammen rantauimala",6753171,3487724
"Hirvensalmi","Kirkonkylän uimapaikka",6837271,3488087
"Pielavesi","Kirkonkylän kilpahiihtokeskus",7014254,3488829
"Valkeala","Orilammen uimapaikka",6788959,3488148
"Pielavesi","Ohemäen uimapaikka",7001658,3489101
"Valkeala","Lappalan uimapaikka",6758455,3488397
"Valkeala","Vuohijärven uimapaikka",6775847,3488668
"Anjalankoski","Koivusaaren uimala",6738431,3488582
"Valkeala","Hillosensalmen uimapaikka",6787253,3489068
"Anjalankoski","Sihvakan uimala",6731087,3489485
"Valkeala","Likolammen uimapaikka",6759076,3489630
"Valkeala","Valkealan kilpahiihtokeskus",6758959,3489676
"Rovaniemen mlk","Kaihuajärven uimapaikka",7364818,3492774
"Mäntyharju","Mynttilän ampumahiihtorata",6821453,3492157
"Vieremä","Nissilän uimapaikka",7094106,3493238
"Mäntyharju","Haapaseläntien uimapaikka",6813262,3493048
"Mäntyharju","Urheilualueen uimapaikka",6811722,3493081
"Valkeala","Utin uimapaikka",6754273,3493014
"Mäntyharju","Urheilualueen kilpahiihtokeskus",6811589,3493255
"Vieremä","Saarisjärven uimapaikka",7062782,3493993
"Pielavesi","Heinämäen uimapaikka",7023972,3494390
"Sodankylä","Luoston laskettelukeskus",7451752,3496114
"Sodankylä","Luoston maastohiihtokeskus",7451723,3496182
"Vieremä","Lapsniemen uimapaikka",7082243,3495759
"Pielavesi","Lampaanjärven uimapaikka",7029642,3495954
"Valkeala","Tyrrin ampumahiihtoalue",6753242,3496017
"Vieremä","Murennusjoen uimapaikka",7078197,3496568
"Kotka","Kotkan uimalan maauimala",6705069,3496773
"Vieremä","Haajaisen uimapaikka",7059741,3498593
"Vieremä","Pänninlahden uimapaikka",7088777,3498714
"Valkeala","Vekaranjärven uimapaikka",6777820,3499527
"Valkeala","Ahvenlammen uimapaikka",6778948,3499571
"Iisalmi","Siikalahden uimapaikka",7044835,3499660
"Inari","Inarin kilpahiihtokeskus",7646429,3500222
"Anjalankoski","Orijärven uimapaikka",6737511,3500481
"Vieremä","Sotkun uimala",7071101,3500703
"Pielavesi","Katajamäen uimapaikka",7021693,3501608
"Hamina","Mäkeläntien uimapaikka",6715242,3503032
"Vieremä","Valkeisen uimapaikka",7063378,3502782
"Hamina","Uuperinmäen laskettelukeskus",6723907,3503684
"Iisalmi","Pörsänmäen uimapaikka",7033690,3503746
"Anjalankoski","Visamäen ampumahiihtolatu",6736301,3504552
"Pieksänmaa","Vangasjärven rantauimala",6909816,3504429
"Anjalankoski","Rautjärven uimapaikka",6755699,3506262
"Rovaniemen mlk","Auttijärven uimapaikka",7358636,3505225
"Anjalankoski","Kotoselän uimapaikka",6747267,3506382
"Hamina","Merkjärven uimapaikka",6727272,3506933
"Vieremä","Vuorisen uimapaikka",7069449,3506361
"Vieremä","Kapeaveden uimapaikka",7071990,3506708
"Pieksämäki","Hiekanpään uimaranta",6910782,3507479
"Hamina","Ruissalon hiihtokeskus",6718783,3508390
"Pieksämäki","Tahiniemen uimaranta",6911834,3508347
"Hamina","Ampumahiihtoalue",6719481,3508902
"Anjalankoski","Haapalan ampumahiihtolatu",6742472,3508895
"Anjalankoski","Sanijärven uimapaikka",6748288,3508903
"Haukivuori","Syväsalmen rantauimala",6880698,3508779
"Iisalmi","Mansikkaniemen uimapaikka",7054879,3508440
"Hamina","Salmenkylän uimapaikka",6718845,3509462
"Hamina","Salmenvirran uimala",6718858,3509619
"Iisalmi","Kirkonsalmen uimapaikka",7051765,3508985
"Vieremä","Saarisen uimapaikka",7078514,3509037
"Iisalmi","Hiekkarannan uimapaikka",7050466,3509195
"Jämsä","Jaatilanjärven uimapaikka ii",6864994,3404894
"Haukipudas","Isoniemen uimaranta",7231680,3417169
"Kannonkoski","Isonhiekan laavu",6997350,3412248
"Haukipudas","Ukkolanranta",7235469,3419962
"Haukipudas","Halosenniemen uimaranta",7238533,3420850
"Haukipudas","Ukonkaivoksen uimaranta",7232346,3423821
"Rovaniemen mlk","Muurolan kilpahiihtokeskus",7365383,3427292
"Pornainen","Kotojärven avantouintipaikka",6705557,3412005
"Pornainen","Kotojärven uimaranta",6705560,3412011
"Pornainen","Laukkosken kylän ranta",6704916,3413305
"Korpilahti","Oravivuoren kolmiomittaustorni",6869672,3423620
"Orimattila","Kuustjärven uimapaikka",6744898,3421147
"Korpilahti","Pieni kalliosaari",6872483,3425602
"Korpilahti","Kiviönniemen retkisatama",6874575,3426283
"Rovaniemen mlk","Paavalniemen uimapaikka",7376776,3439885
"Korpilahti","Neihtyensaaret",6877758,3432668
"Orimattila","Hiihtokeskus",6742190,3433301
"Jyväskylä","Juurikkasaaren uimapaikka",6894255,3436310
"Viitasaari","Lummeniemen leirikeskus",6999179,3441158
"Rovaniemen mlk","Puistolammen uimapaikka",7382892,3448707
"Sumiainen","Rupulahden uimaranta",6951087,3451203
"Heinola","Valkjärven uimapaikka",6794393,3450204
"Heinola","Reumanlammen uimapaikka",6788994,3450512
"Konnevesi","Pyhälahden satama",6967435,3454215
"Leivonmäki","Leivonrannan uimapaikka",6868918,3452946
"Muhos","Oisavanjoki",7196419,3459858
"Konnevesi","Uimapaikka Särkisalo",6965383,3458369
"Joutsa","Viherinkoski ja museosilta",6846972,3457208
"Muhos","Poikajoki",7184501,3462176
"Konnevesi","Rantautumispaikka Hannulan koski",6936707,3460216
"Hankasalmi","Liesveden Pesiäissalmen vesillelaskupaik",6940280,3461318
"Konnevesi","Rantautumispaikka Pesiäissalmi",6939918,3461859
"Konnevesi","Rantautumispaikka Karinkoski",6944348,3465110
"Konnevesi","Ruunalampi",6943503,3467222
"Konnevesi","Haukisaari",6945968,3469595
"Konnevesi","Rantautumispaikka Neituri",6961999,3470825
"Hankasalmi","Kuuhankaveden aseman vesillelaskupaikka",6911011,3472832
"Konnevesi","Lapinsalo",6943468,3475731
"Konnevesi","Kivisalmen satama",6951292,3477963
"Konnevesi","Iso Pyysalo",6944041,3478253
"Kiuruvesi","Avantouintipaikka",7062045,3481514
"Pielavesi","Urkinmäen laskettelurinne",7014835,3490371
"Iisalmi","Hanhilammen ampumahiihtoalue",7056670,3503782
"Hamina","Rampsinkarin uimapaikka",6716334,3510211
"Nilsiä","Sänkimäen uimapaikka",7006956,3546440
"Kuopio","Valkeisenlammen uimapaikka",6976130,3533830
"Kuopio","Pienen valkeisen uimapaikka",6980843,3533825
"Puolanka","Honkavaaran hiihtokeskus",7197498,3531923
"Siilinjärvi","Siilinlahden rantauimala",6996810,3534085
"Puolanka","Saharanta",7196608,3532012
"Savitaipale","Olkkolan uimapaikka",6788295,3536399
"Kuopio","Iso valkeisen uimapaikka",6980653,3534866
"Kajaani","Vimpelinlammen uimapaikka",7123998,3533585
"Miehikkälä","Myllylammen rantauimala",6730225,3537806
"Kuopio","Pitkälammen uimapaikka",6978937,3535267
"Savitaipale","Marttilan uimapaikka",6788493,3537351
"Savitaipale","Laksiaisen uimapaikka",6780018,3537461
"Kuopio","Kettulanlahden uimapaikka",6979908,3535419
"Puolanka","Taivallahden uimapaikka",7196683,3533207
"Kuopio","Keiliniemen uimapaikka",6975569,3535649
"Kuopio","Väinölänniemen uimala",6975874,3535693
"Kuopio","Kuopion ravirata",6984332,3535644
"Kuopio","Peräniemen uimapaikka",6975466,3535786
"Kajaani","Vimpelinvaaran laskettelukeskus",7123542,3534223
"Siilinjärvi","Kasurilanmäen laskettelukeskus",6993418,3535923
"Kajaani","Kaupunginlammen uimapaikka",7125545,3534805
"Kajaani","Hiihtomaa Vimpelinlaakso",7123951,3534866
"Kuopio","Honkalahden uimapaikka",6977645,3537118
"Puolanka","Valkeisen uimapaikka",7217036,3534503
"Varkaus","Taipaleen uimaranta",6910385,3548049
"Varkaus","Puurtilan uimaranta",6914307,3548271
"Lemi","Kuukanniemen rantauimala",6774621,3550461
"Puolanka","Paljakan laskettelukeskus",7175974,3545483
"Posio","Lehtiniemen uimapaikka",7351025,3542981
"Varkaus","Haijanvirran uimaranta",6911998,3549688
"Kajaani","Jormuan uimapaikka",7133637,3547634
"Paltamo","Savirannan uimapaikka",7140757,3547587
"Paltamo","Melalahden uimapaikka",7140771,3547590
"Lappeenranta","Vilkjärven uimaranta",6762473,3553621
"Vehmersalmi","Syvähiekan uimapaikka",6963633,3550570
"Hamina","Matinsaaren uimapaikka",6725095,3510795
"Hamina","Vähäjärven uimapaikka",6725080,3510799
"Haukivuori","Sataman uimaranta",6878975,3510449
"Pieksämäki","Tahilammen uimala",6909344,3510367
"Haukivuori","Pitkähiekan uimaranta",6880819,3510484
"Mikkeli","Orijärven uimaranta",6839740,3511168
"Kangaslampi","Viljonlahden uimaranta / venelaituri",6904101,3577090
"Juankoski","Viitaniemen uimapaikka",7004304,3575180
"Kaavi","Hiihtomaa",6987171,3575718
"Rautavaara","Löytösen uimapaikka",7029193,3574853
"Rantasalmi","Parkunmäen kilpahiihtoapaikka",6875911,3578531
"Hyrynsalmi","Vonkan leirintäalueen uimapaikka",7178293,3571486
"Juankoski","Säyneisen uimapaikka 2 Ruukki",7012789,3575370
"Joutseno","Kähärilän tekolampi",6773418,3581147
"Kaavi","Luotosen uimapaikka",6991547,3576244
"Juankoski","Säyneisen uimapaikka 1 Valkeis",7013743,3575905
"Joutseno","Urh.keskuksen kilpahiihtokeskus",6779128,3581367
"Hyrynsalmi","Ahorannan uimapaikka",7176137,3572659
"Joutseno","Konnunsuon tekolampi",6770043,3582427
"Joutseno","Sappulan ranta",6784857,3582500
"Rautavaara","Iso-Valkeisen uimapaikka",7021286,3577062
"Lappeenranta","Räihän uimapaikka",6762148,3584149
"Joutseno","Hinkanranta",6783696,3584478
"Lappeenranta","Marttilan uimapaikka",6767340,3586130
"Joutseno","Myllymäen hiihtokeskus",6779246,3585940
"Joutseno","Myllymäen laskettelukeskus",6779528,3586027
"Juankoski","Poskijärven uimapaikka",7008116,3581145
"Ristijärvi","Hiisijärven uimapaikka",7141043,3577893
"Rantasalmi","Tammenlahden uimapaikka",6875804,3584967
"Posio","Lohirannan uimapaikka",7329744,3574145
"Rautavaara","Yläluostan uimapaikka",7031980,3583528
"Kaavi","Luikonlahden uimapaikka",6981060,3585526
"Joutseno","Aholan tekolampi",6781548,3591695
"Kaavi","Mäntyjärven uimapaikka",6998313,3586030
"Posio","Tolvan uimapaikka",7347763,3577411
"Suomussalmi","Sakaran uimapaikka",7186257,3581984
"Imatra","Ukonlinnan rantauimala",6789876,3592771
"Imatra","Lempeenlietteen rantauimala",6790407,3593437
"Sotkamo","Sumsan uimapaikka",7119018,3585602
"Sotkamo","Tipasojan uimapaikka",7104970,3586011
"Sotkamo","Ontojoen uimapaikka",7111639,3587855
"Ruokolahti","Rasilan uimapaikka",6799487,3597090
"Ruokolahti","Vaittilan uimapaikka",6797787,3597750
"Suomussalmi","Haverisen kilpahiihtokeskus",7197788,3586831
"Ruokolahti","Pappilanlahden uimapaikka",6799168,3598739
"Imatra","Immalan rantauimala",6791798,3599592
"Imatra","Immalanlietteen rantauimala",6791784,3599596
"Sotkamo","Lontan uimapaikka",7097715,3591242
"Suomussalmi","Valkeisen uimapaikka",7200585,3589029
"Suomussalmi","Hiihtomaa",7198434,3590090
"Suomussalmi","Pitämän uimapaikka",7197943,3590249
"Taivalkoski","Polon uimapaikka",7277131,3588603
"Ruokolahti","Oritlammen uimapaikka",6796832,3603178
"Kaavi","Maarianvaaran hiihtokeskus",6973560,3597969
"Kaavi","Maarianvaaran rinnehiihtokeskus",6973597,3598013
"Suomussalmi","Jätkänpuiston uimaranta",7199950,3591203
"Outokumpu","Särkiselän uimaranta",6962050,3598746
"Suomussalmi","Ruomasian puisto",7199194,3592316
"Outokumpu","Kuusjärven uimaranta",6955130,3599885
"Ruokolahti","Kukonharju",6820868,3581418
"Rautavaara","Metsäkartanon uimapaikka",7054613,3577483
"Ruokolahti","Lieviskän mylly",6827418,3590341
"Imatra","Talviuimareiden sauna",6787741,3595951
"Ruokolahti","Savonkaita lähtöpaikka",6820192,3595641
"Ruokolahti","Avantouinti",6797369,3597963
"Ruokolahti","Käringin uimaranta",6799488,3599792
"Ruokolahti","Kemppilän mylly",6824078,3601869
"Suomussalmi","Jalonuoman avantouintipaikka",7200088,3590754
"Enonkoski","Kirkonkylän rantauimala",6888507,3600816
"Kuusamo","Kirkkolahden hiihtomaa",7321429,3599600
"Joensuu","Marjalan uimapaikka",6950173,3636633
"Pyhäselkä","Reijolan avantouintipaikka",6941196,3644699
"Joensuu","Utran uimapaikka",6948953,3646924
"Tuupovaara","Koveron uimaranta",6942395,3681941
"Tuupovaara","Loitimon uimaranta",6933054,3684808
"Tuupovaara","Porttilahden uimaranta",6937687,3693147
"Tuupovaara","Niiralanniemen uimaranta",6938970,3695678
"Tuupovaara","Kanajärven uimaranta",6915201,3697640
"Tuupovaara","Koskenniskan uimaranta",6920800,3698968
"Tuupovaara","Luutalahden seuran ranta",6926922,3700812
"Nurmes","Savikylän uimaranta",7050021,3597615
"Nurmes","Kuokkastenkosken uimaranta",7050127,3597636
"Suomussalmi","Kirkonkylän uimapaikka",7202070,3593613
"Juuka","Kajoon uimapaikka",7001813,3599843
"Suomussalmi","Mannilanrannan uimapaikka",7201325,3594538
"Outokumpu","Matovaaran kilpahiihtokeskus",6959108,3603171
"Kuusamo","Oivangin hiihtomaa",7332639,3591486
"Ruokolahti","Pohja-lankilan uimapaikka",6819542,3608848
"Nurmes","Ylikylän uimaranta",7061021,3601511
"Suomussalmi","Piispajärven uimapaikka",7246106,3596983
"Liperi","Korpijärven uimaranta",6940060,3607258
"Juuka","Kiteenpuron uimapaikka",7033647,3604522
"Nurmes","Laamilan uimaranta",7053529,3604369
"Suomussalmi","Kiannanniemen uimapaikka",7230555,3599151
"Nurmes","Porokylän uimaranta",7051787,3605683
"Liperi","Atsilammen uimaranta",6943585,3609273
"Nurmes","Kantakaupungin uimala",7050639,3606217
"Kuusamo","Rukan kilpahiihtokeskus",7343661,3596717
"Juuka","Ylemmäisen uimapaikka",7021839,3607783
"Kuusamo","Rukan laskettelukeskus",7343056,3597210
"Nurmes","Tuomaankadun uimaranta",7050817,3607390
"Kuusamo","Helilammen uimapaikka i",7323589,3598181
"Nurmes","Itäkaupungin uimala",7051067,3607473
"Kuusamo","Helilammen uimapaikka ii",7323902,3598246
"Kuusamo","Petäjäkankaan kilpahiihtokeskus",7324791,3598235
"Nurmes","Kotilanvaaran (kilpalatu) hiihtokeskus",7051948,3607823
"Juuka","Polvelan uimapaikka",7008451,3610319
"Kuusamo","Kelanrannan rantauimala",7321115,3599749
"Juuka","Niemislammen rantauimala",7016897,3610650
"Nurmes","Hyvärilän uimaranta",7049468,3609689
"Nurmes","Freestylerinne",7049489,3609973
"Suomussalmi","Jumaliskylän uimapaikka",7180649,3605606
"Liperi","Viinijärven uimaranta",6951796,3614075
"Kuusamo","Tolpanniemen uimapaikka",7318885,3603031
"Juuka","Kannaksen uimapaikka",7022589,3614897
"Punkaharju","Valtionhotellin saunaranta",6857225,3621553
"Punkaharju","Mustanniemen uimapaikka",6854218,3623378
"Polvijärvi","Uimapaikka/kk",6974015,3621076
"Parikkala","Oronmyllyn kilpahiihtokeskus",6837165,3626166
"Kuhmo","Lautasvaara",7123823,3615973
"Punkaharju","Punkasalmen uimala",6851572,3626239
"Punkaharju","Putikon uimapaikka",6847179,3626630
"Nurmes","Kellarilammen uimapaikka",7066734,3618591
"Liperi","Kirkonkylän uimaranta",6937783,3623443
"Liperi","Kuoringan uimaranta",6949573,3623735
